Key,Description,``'none'``,``'light'``,``'normal'``,``'heavy'``,``'total'``
``"sample_transform"``,Sample Transformation Tree,:octicon:`check;1em;sd-text-info` ,:octicon:`check;1em;sd-text-info` ,:octicon:`check;1em;sd-text-info` ,:octicon:`check;1em;sd-text-info` ,:octicon:`check;1em;sd-text-info`
